,class,0,1,2,3,4,image_id,conf_score,iou_score
0,4,0.0,0.0010000000474974513,0.0,0.0,0.9980000257492065,0,0.9762529730796814,1.0
1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2,2,0.0,0.0,0.9959999918937683,0.0,0.0,0,0.9452130198478699,1.0
3,4,0.0,0.0,0.0,0.0,0.9959999918937683,1,0.9600499868392944,1.0
4,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
5,2,0.0,0.0,0.9900000095367432,0.0,0.0,1,0.961251974105835,1.0
6,1,0.0,1.0,0.0,0.0,0.0,2,0.9366090297698975,0.9655172413793104
7,4,0.0,0.0,0.0,0.0,0.9980000257492065,2,0.9608979821205139,1.0
8,2,0.0,0.0,0.9950000047683716,0.0,0.0,2,0.9800300002098083,1.0
9,1,0.0,0.996999979019165,0.0,0.0,0.0020000000949949026,3,0.9281589984893799,0.9629629629629629
10,4,0.0,0.0010000000474974513,0.0020000000949949026,0.0,0.9160000085830688,3,0.8917880058288574,1.0
11,1,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
12,4,0.0,0.0010000000474974513,0.0,0.0,0.9959999918937683,4,0.9699500203132629,0.8
13,2,0.0,0.0,0.9959999918937683,0.0,0.0,4,0.9615960121154785,1.0
14,1,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
15,4,0.0,0.0,0.0010000000474974513,0.0,0.996999979019165,5,0.9539350271224976,0.7
16,2,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
17,2,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
18,1,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
19,2,0.0,0.0,0.9959999918937683,0.0,0.0,6,0.9631360173225403,0.6666666666666666
20,4,0.0,0.0,0.0,0.0,0.9980000257492065,6,0.973019003868103,0.8
21,2,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
22,1,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
23,2,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
24,4,0.003000000026077032,0.0,0.006000000052154064,0.0,0.9319999814033508,7,0.8888760209083557,0.6666666666666666
25,3,0.004000000189989805,0.9330000281333923,0.0010000000474974513,0.004999999888241291,0.0010000000474974513,9,0.9078480005264282,0.7142857142857143
26,3,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.004999999888241291,0.9459999799728394,9,0.916155993938446,0.6
27,4,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
28,1,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0
29,4,0.0,0.0,0.0,0.0020000000949949026,0.9729999899864197,10,0.9086729884147644,0.7777777777777778
30,2,0.0,0.0,0.7179999947547913,0.003000000026077032,0.013000000268220901,10,0.7037439942359924,1.0
31,2,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0
32,1,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0
33,4,0.0,0.0010000000474974513,0.0020000000949949026,0.003000000026077032,0.9639999866485596,11,0.9270250201225281,0.6666666666666666
34,2,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0
35,1,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0
36,2,0.0,0.0,0.9990000128746033,0.0,0.0,12,0.9625750184059143,0.8571428571428571
37,4,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0
38,1,0.0,0.9879999756813049,0.0,0.0,0.012000000104308128,13,0.9189940094947815,1.0
39,2,0.0,0.0020000000949949026,0.9909999966621399,0.0,0.0010000000474974513,13,0.9432410001754761,1.0
40,4,0.0010000000474974513,0.0,0.0010000000474974513,0.0,0.9480000138282776,13,0.9186850190162659,0.75
41,2,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0
42,1,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0
43,2,0.0,0.0,0.9860000014305115,0.0,0.0020000000949949026,14,0.9393579959869385,1.0
44,1,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0
45,2,0.0,0.0,0.996999979019165,0.0,0.0,15,0.9671120047569275,0.8
46,4,0.0,0.0,0.0,0.0,0.9990000128746033,15,0.9642710089683533,0.8571428571428571
47,1,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0
48,4,0.04100000113248825,0.0,0.0,0.0,0.9570000171661377,16,0.9291239976882935,1.0
49,2,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0
50,1,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0
51,4,0.0,0.0,0.0,0.0,0.9900000095367432,17,0.9710699915885925,1.0
52,4,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
53,1,0.003000000026077032,0.02800000086426735,0.004000000189989805,0.013000000268220901,0.6869999766349792,18,0.6472529768943787,0.6956521739130435
54,2,0.0,0.0,0.9819999933242798,0.009999999776482582,0.0010000000474974513,18,0.9585610032081604,1.0
55,4,0.0,0.004000000189989805,0.0,0.0,0.9900000095367432,19,0.9165819883346558,0.8571428571428571
56,1,0.0,0.0010000000474974513,0.9900000095367432,0.0020000000949949026,0.0020000000949949026,19,0.9543489813804626,1.0
57,2,0.0,0.0010000000474974513,0.0020000000949949026,0.9710000157356262,0.0010000000474974513,19,0.9247850179672241,1.0
58,1,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
59,2,0.0,0.0,0.9890000224113464,0.0,0.0,20,0.9655190110206604,1.0
60,4,0.0,0.0,0.0010000000474974513,0.0,0.9710000157356262,20,0.9259920120239258,0.6666666666666666
61,4,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
62,1,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
63,4,0.0010000000474974513,0.004000000189989805,0.0,0.004000000189989805,0.9580000042915344,21,0.9099400043487549,0.6153846153846154
64,4,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
65,1,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0
66,4,0.0,0.0010000000474974513,0.0,0.0,0.9990000128746033,22,0.9504920244216919,1.0
