,class,0,1,2,3,4,image_id
0,4,0.0,0.0010000000474974513,0.0,0.0,0.9980000257492065,0
1,1,0.0,0.0,0.0,0.0,0.0,0
2,2,0.0,0.0,0.9959999918937683,0.0,0.0,0
3,4,0.0,0.0,0.0,0.0,0.9959999918937683,1
4,1,0.0,0.0,0.0,0.0,0.0,1
5,2,0.0,0.0,0.9900000095367432,0.0,0.0,1
6,1,0.0,1.0,0.0,0.0,0.0,2
7,4,0.0,0.0,0.0,0.0,0.9980000257492065,2
8,2,0.0,0.0,0.9950000047683716,0.0,0.0,2
9,1,0.0,0.996999979019165,0.0,0.0,0.0020000000949949026,3
10,4,0.0,0.0010000000474974513,0.0020000000949949026,0.0,0.9160000085830688,3
11,1,0.0,0.0,0.0,0.0,0.0,4
12,4,0.0,0.0010000000474974513,0.0,0.0,0.9959999918937683,4
13,2,0.0,0.0,0.9959999918937683,0.0,0.0,4
14,1,0.0,0.0,0.0,0.0,0.0,5
15,4,0.0,0.0,0.0010000000474974513,0.0,0.996999979019165,5
16,2,0.0,0.0,0.0,0.0,0.0,5
17,2,0.0,0.0,0.0,0.0,0.0,5
18,1,0.0,0.0,0.0,0.0,0.0,6
19,2,0.0,0.0,0.9959999918937683,0.0,0.0,6
20,4,0.0,0.0,0.0,0.0,0.9980000257492065,6
21,2,0.0,0.0,0.0,0.0,0.0,6
22,1,0.0,0.0,0.0,0.0,0.0,7
23,2,0.0,0.0,0.0,0.0,0.0,7
24,4,0.003000000026077032,0.0,0.006000000052154064,0.0,0.9319999814033508,7
25,3,0.0,0.0,0.0,0.0,0.0,8
26,3,0.0,0.0,0.0,0.0,0.0,8
27,4,0.0,0.0,0.006000000052154064,0.008999999612569809,0.7799999713897705,8
28,0,0.0,0.006000000052154064,0.013000000268220901,0.8730000257492065,0.03500000014901161,8
29,3,0.004000000189989805,0.9330000281333923,0.0010000000474974513,0.004999999888241291,0.0010000000474974513,9
30,3,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.004999999888241291,0.9459999799728394,9
31,4,0.0,0.0,0.0,0.0,0.0,9
32,1,0.0,0.0,0.0,0.0,0.0,10
33,4,0.0,0.0,0.0,0.0020000000949949026,0.9729999899864197,10
34,2,0.0,0.0,0.7179999947547913,0.003000000026077032,0.013000000268220901,10
35,2,0.0,0.0,0.0,0.0,0.0,10
36,1,0.0,0.0,0.0,0.0,0.0,11
37,4,0.0,0.0010000000474974513,0.0020000000949949026,0.003000000026077032,0.9639999866485596,11
38,2,0.0,0.0,0.9539999961853027,0.007000000216066837,0.004000000189989805,11
39,1,0.0,0.0,0.0,0.0,0.0,12
40,2,0.0,0.0,0.9990000128746033,0.0,0.0,12
41,4,0.0010000000474974513,0.0,0.0,0.0,0.8899999856948853,12
42,1,0.0,0.9879999756813049,0.0,0.0,0.012000000104308128,13
43,2,0.0,0.0020000000949949026,0.9909999966621399,0.0,0.0010000000474974513,13
44,4,0.0010000000474974513,0.0,0.0010000000474974513,0.0,0.9480000138282776,13
45,2,0.0,0.0,0.0,0.0,0.0,13
46,1,0.0,0.0,0.0,0.0,0.0,14
47,2,0.0,0.0,0.9860000014305115,0.0,0.0020000000949949026,14
48,1,0.0,0.0,0.0,0.0,0.0,15
49,2,0.0,0.0,0.996999979019165,0.0,0.0,15
50,4,0.0,0.0,0.0,0.0,0.9990000128746033,15
51,1,0.0,0.0,0.0,0.0,0.0,16
52,4,0.04100000113248825,0.0,0.0,0.0,0.9570000171661377,16
53,2,0.0,0.0,0.9959999918937683,0.0,0.0010000000474974513,16
54,1,0.0,0.0,0.0,0.0,0.0,17
55,4,0.0,0.0,0.0,0.0,0.9900000095367432,17
56,4,0.0010000000474974513,0.0020000000949949026,0.003000000026077032,0.003000000026077032,0.5580000281333923,18
57,1,0.003000000026077032,0.02800000086426735,0.004000000189989805,0.013000000268220901,0.6869999766349792,18
58,2,0.0,0.0,0.9819999933242798,0.009999999776482582,0.0010000000474974513,18
59,4,0.0,0.004000000189989805,0.0,0.0,0.9900000095367432,19
60,1,0.0,0.0010000000474974513,0.9900000095367432,0.0020000000949949026,0.0020000000949949026,19
61,2,0.0,0.0010000000474974513,0.0020000000949949026,0.9710000157356262,0.0010000000474974513,19
62,1,0.0,0.0,0.0,0.0,0.0,20
63,2,0.0,0.0,0.9890000224113464,0.0,0.0,20
64,4,0.0,0.0,0.0010000000474974513,0.0,0.9710000157356262,20
65,4,0.0,0.0,0.0,0.0,0.0,20
66,1,0.0,0.0,0.0,0.0,0.0,21
67,4,0.0010000000474974513,0.004000000189989805,0.0,0.004000000189989805,0.9580000042915344,21
68,4,0.0,0.0,0.0,0.0,0.0,21
69,1,0.0,0.0,0.0,0.0,0.0,22
70,4,0.0,0.0010000000474974513,0.0,0.0,0.9990000128746033,22
71,0,0.9950000047683716,0.0,0.0,0.0,0.0,22
72,2,0.0,0.0,0.9950000047683716,0.0,0.0,22
73,1,0.0,0.0,0.0,0.0,0.0,23
74,4,0.0,0.0010000000474974513,0.0,0.0,0.9950000047683716,23
75,3,0.8169999718666077,0.0010000000474974513,0.003000000026077032,0.0,0.0020000000949949026,24
76,1,0.0,0.0,0.0,0.0,0.0,24
77,4,0.0,0.0,0.0,0.0,0.9869999885559082,24
78,2,0.0,0.0,0.9980000257492065,0.0,0.0,24
79,2,0.0,0.0,0.0,0.0,0.0,24
80,1,0.0,0.0,0.0,0.0,0.0,25
81,4,0.003000000026077032,0.0,0.0010000000474974513,0.0,0.9769999980926514,25
82,2,0.0,0.0,0.0,0.0,0.0,25
83,4,0.0,0.004000000189989805,0.0020000000949949026,0.0,0.9919999837875366,26
84,2,0.0,0.0,0.0,0.0,0.0,26
85,2,0.0,0.0,0.0,0.0,0.0,26
86,4,0.0,0.0020000000949949026,0.0010000000474974513,0.0,0.9240000247955322,27
87,2,0.0,0.0,0.0,0.0,0.0,27
88,2,0.0,0.0010000000474974513,0.9850000143051147,0.0,0.003000000026077032,27
89,1,0.0,0.0,0.0,0.0,0.0,27
90,4,0.0,0.003000000026077032,0.0,0.0,0.9729999899864197,28
91,1,0.0,0.9950000047683716,0.0,0.0,0.004999999888241291,28
92,2,0.0,0.0,0.9929999709129333,0.0,0.0010000000474974513,28
93,4,0.0,0.010999999940395355,0.0010000000474974513,0.0,0.972000002861023,29
94,1,0.0,0.0,0.0,0.0,0.0,29
95,2,0.0010000000474974513,0.0,0.8489999771118164,0.006000000052154064,0.003000000026077032,29
96,0,0.8970000147819519,0.0,0.003000000026077032,0.0,0.0010000000474974513,29
97,1,0.0,0.0,0.0,0.0,0.0,30
98,4,0.0,0.0,0.0010000000474974513,0.0,0.9850000143051147,30
99,2,0.0,0.0,0.0,0.0,0.0,30
100,2,0.00800000037997961,0.0,0.9390000104904175,0.0010000000474974513,0.0010000000474974513,30
101,0,0.9900000095367432,0.0,0.0,0.0,0.0,30
102,1,0.0,0.0,0.0,0.0,0.0,31
103,4,0.0,0.0,0.003000000026077032,0.0,0.9829999804496765,31
104,1,0.0,0.0,0.0,0.0,0.0,32
105,2,0.0,0.0,0.9980000257492065,0.0,0.0,32
106,4,0.0,0.0,0.0,0.0,0.0,32
107,4,0.0,0.0,0.0,0.0,0.0,32
108,0,0.0,0.0,0.0,0.0,0.0,32
109,1,0.0,1.0,0.0,0.0,0.0,33
110,2,0.0,0.0,0.9980000257492065,0.0,0.0,33
111,4,0.0,0.0,0.0,0.0,0.0,33
112,4,0.0,0.0,0.0,0.0,0.9879999756813049,33
113,1,0.0,0.0,0.0,0.0,0.0,34
114,2,0.0,0.0,0.9869999885559082,0.0,0.003000000026077032,34
115,4,0.0,0.0,0.0010000000474974513,0.0,0.8190000057220459,34
116,0,0.0,0.0,0.0,0.0,0.0,34
117,1,0.0,0.0,0.0,0.0,0.0,35
118,2,0.0,0.0,0.9419999718666077,0.003000000026077032,0.006000000052154064,35
119,4,0.0,0.0,0.0,0.003000000026077032,0.984000027179718,35
120,0,0.0,0.0,0.0,0.0,0.0,35
121,3,0.22100000083446503,0.0,0.0010000000474974513,0.5519999861717224,0.0,35
122,1,0.0010000000474974513,0.9670000076293945,0.0010000000474974513,0.0,0.028999999165534973,36
123,4,0.0,0.0,0.0,0.0,0.0,36
124,0,0.0,0.0,0.0,0.0,0.0,36
125,1,0.0010000000474974513,0.9639999866485596,0.0020000000949949026,0.0010000000474974513,0.0010000000474974513,37
126,4,0.0,0.0,0.0,0.0,0.0,37
127,4,0.0,0.0,0.004000000189989805,0.0010000000474974513,0.9300000071525574,38
128,1,0.0,0.0,0.0,0.0,0.0,38
129,2,0.0,0.0,0.9750000238418579,0.0,0.0020000000949949026,38
130,4,0.0,0.0,0.0,0.0,0.996999979019165,39
131,1,0.0,0.0,0.0,0.0,0.0,39
132,2,0.0,0.0,0.9959999918937683,0.0,0.0010000000474974513,39
133,1,0.0,0.0,0.0,0.0,0.0,40
134,4,0.0,0.0,0.8999999761581421,0.0,0.03200000151991844,40
135,2,0.0,0.0,0.0,0.0,0.0,40
136,1,0.0,0.0,0.0,0.0,0.0,41
137,4,0.0,0.0,0.0010000000474974513,0.0,0.9459999799728394,41
138,0,0.0,0.0,0.0,0.0,0.0,42
139,2,0.0,0.0,0.0,0.0,0.0,42
140,4,0.0010000000474974513,0.0,0.0,0.0,0.9959999918937683,42
141,0,0.0,0.0,0.0,0.0,0.0,43
142,2,0.0,0.0,0.9139999747276306,0.0,0.0020000000949949026,43
143,4,0.0,0.0,0.0010000000474974513,0.0,0.9980000257492065,43
144,1,0.0,0.0,0.0,0.0,0.0,44
145,4,0.0,0.0,0.0010000000474974513,0.0,0.9710000157356262,44
146,1,0.0,0.0,0.0,0.0,0.0,45
147,4,0.0,0.0,0.003000000026077032,0.0,0.9470000267028809,45
148,1,0.0,0.0,0.0,0.0,0.0,46
149,4,0.0,0.024000000208616257,0.0,0.0,0.9549999833106995,46
150,1,0.0,0.0,0.0,0.0,0.0,47
151,4,0.0,0.0,0.0010000000474974513,0.0,0.9950000047683716,47
152,1,0.0,0.0,0.0,0.0,0.0,48
153,4,0.0,0.0,0.0,0.0,0.0,48
154,0,0.0,0.0,0.0010000000474974513,0.0,0.9259999990463257,48
155,2,0.0,0.0,0.953000009059906,0.0,0.004999999888241291,48
156,1,0.0,0.0,0.0,0.0,0.0,49
157,4,0.0,0.0,0.0,0.0,0.9959999918937683,49
158,2,0.0,0.0,0.9929999709129333,0.0,0.0,49
159,1,0.0,0.0,0.0,0.0,0.0,50
160,4,0.008999999612569809,0.0,0.0010000000474974513,0.0,0.8970000147819519,50
161,2,0.0,0.0,0.9890000224113464,0.0,0.0010000000474974513,50
162,3,0.9419999718666077,0.003000000026077032,0.004999999888241291,0.004999999888241291,0.0,50
163,1,0.0,0.0,0.0,0.0,0.0,51
164,4,0.0,0.0,0.0,0.0,0.9900000095367432,51
165,2,0.0,0.0,0.949999988079071,0.0,0.004000000189989805,51
166,4,0.0,0.0,0.0,0.0,0.0,51
167,1,0.0,0.0,0.0,0.0,0.0,52
168,4,0.0,0.017999999225139618,0.0,0.0,0.9570000171661377,52
169,4,0.0,0.0,0.0,0.0,0.0,52
170,1,0.0,1.0,0.0,0.0,0.0,53
171,4,0.0,0.0010000000474974513,0.019999999552965164,0.0,0.6790000200271606,53
172,4,0.0,0.0,0.0,0.0,0.0,53
173,4,0.0,0.0,0.0,0.0,0.9990000128746033,54
174,1,0.0,0.0,0.0,0.0,0.0,54
175,2,0.0,0.0,0.9980000257492065,0.0,0.0,54
176,4,0.0,0.0,0.0,0.0,0.0,55
177,1,0.0,0.0,0.0,0.0,0.0,55
178,2,0.0010000000474974513,0.0,0.9430000185966492,0.0,0.006000000052154064,55
179,3,0.0,0.0,0.0,0.0,0.0,55
180,0,0.996999979019165,0.0,0.0,0.0,0.0,55
181,4,0.0010000000474974513,0.0,0.0,0.0,0.9990000128746033,56
182,1,0.0,0.0,0.0,0.0,0.0,56
183,2,0.0,0.0,0.9919999837875366,0.0,0.0,56
184,1,0.0,0.0,0.0,0.0,0.0,58
185,4,0.0,0.0,0.0,0.0,0.9990000128746033,58
186,2,0.0,0.0,0.972000002861023,0.0,0.0,58
187,1,0.0,0.0,0.0,0.0,0.0,59
188,4,0.0,0.0,0.0,0.0,0.9950000047683716,59
189,2,0.0,0.0,0.996999979019165,0.0,0.0010000000474974513,59
190,1,0.0,0.0,0.0,0.0,0.0,60
191,4,0.0,0.0,0.0,0.0010000000474974513,0.9259999990463257,60
192,4,0.0,0.0,0.0,0.0,0.0,60
193,2,0.0,0.0,0.0,0.0,0.0,60
194,1,0.0,0.0,0.0,0.0,0.0,61
195,4,0.0,0.0,0.0,0.0,0.9909999966621399,61
196,4,0.0,0.0,0.0,0.0,0.0,61
197,0,0.0,0.0,0.0,0.0,0.0,61
198,4,0.0,0.0,0.0,0.0,0.9660000205039978,62
199,1,0.0,0.0,0.0,0.0,0.0,62
200,2,0.9319999814033508,0.0020000000949949026,0.0010000000474974513,0.004000000189989805,0.004999999888241291,62
201,4,0.0,0.0010000000474974513,0.0,0.0,0.9850000143051147,63
202,1,0.0,0.0,0.0,0.0,0.0,63
203,3,0.0,0.0,0.8799999952316284,0.0,0.0,63
204,1,0.0,0.0,0.0,0.0,0.0,64
205,4,0.0010000000474974513,0.0,0.0010000000474974513,0.0,0.9240000247955322,64
206,2,0.0,0.0,0.0,0.0,0.0,64
